long,latt,location
0.13116,52.09576,"0.13116,52.09576"
0.14508,52.20572,"0.14508,52.20572"
0.70921,52.24687,"0.70921,52.24687"
0.43854,52.08297,"0.43854,52.08297"
0.74324,52.24989,"0.74324,52.24989"
0.23481,52.02298,"0.23481,52.02298"
0.14026,52.09766,"0.14026,52.09766"
0.68896,52.2171,"0.68896,52.2171"
0.00451,52.17929,"0.00451,52.17929"
0.08914,52.1536,"0.08914,52.1536"
0.75363,52.41587,"0.75363,52.41587"
0.13543,52.09601,"0.13543,52.09601"
0.12978,52.09152,"0.12978,52.09152"
0.72007,52.24797,"0.72007,52.24797"
0.53469,52.33841,"0.53469,52.33841"
0.53469,52.33841,"0.53469,52.33841"
0.11088,52.17159,"0.11088,52.17159"
0.2529,52.01518,"0.2529,52.01518"
0.55783,52.26677,"0.55783,52.26677"
0.27538,52.09517,"0.27538,52.09517"
0.36066,52.31961,"0.36066,52.31961"
-0.01822,52.04378,"-0.01822,52.04378"
0.11627,52.21075,"0.11627,52.21075"
0.20192,52.26975,"0.20192,52.26975"
0.15269,52.19688,"0.15269,52.19688"
0.71516,52.40577,"0.71516,52.40577"
0.11133,52.24612,"0.11133,52.24612"
0.22572,52.38641,"0.22572,52.38641"
0.72239,52.23045,"0.72239,52.23045"
-0.05423,52.01727,"-0.05423,52.01727"
0.40249,52.24639,"0.40249,52.24639"
0.26894,52.40344,"0.26894,52.40344"
0.1575,52.19906,"0.1575,52.19906"
0.6561,52.39133,"0.6561,52.39133"
0.77034,52.41585,"0.77034,52.41585"
0.30282,52.18421,"0.30282,52.18421"
0.74472,52.42344,"0.74472,52.42344"
0.27136,52.16737,"0.27136,52.16737"
0.1058,52.15952,"0.1058,52.15952"
0.04086,52.28378,"0.04086,52.28378"
0.31649,52.45136,"0.31649,52.45136"
0.12459,52.2868,"0.12459,52.2868"
0.16462,52.19452,"0.16462,52.19452"
0.73147,52.25304,"0.73147,52.25304"
0.14859,52.22881,"0.14859,52.22881"
0.14663,52.22704,"0.14663,52.22704"
0.62813,52.45887,"0.62813,52.45887"
0.44075,52.08912,"0.44075,52.08912"
0.2773,52.10005,"0.2773,52.10005"
0.59712,52.3269,"0.59712,52.3269"
-0.03737,52.08268,"-0.03737,52.08268"
0.14026,52.09766,"0.14026,52.09766"
0.14026,52.09766,"0.14026,52.09766"
0.09029,52.14589,"0.09029,52.14589"
0.89842,52.22815,"0.89842,52.22815"
0.14026,52.09766,"0.14026,52.09766"
0.08208,52.24834,"0.08208,52.24834"
0.17434,52.21049,"0.17434,52.21049"
0.2651,52.39116,"0.2651,52.39116"
0.74202,52.37631,"0.74202,52.37631"
0.724,52.41504,"0.724,52.41504"
0.38995,52.29145,"0.38995,52.29145"
0.13089,52.23447,"0.13089,52.23447"
-0.02562,52.26693,"-0.02562,52.26693"
-0.00867,52.26932,"-0.00867,52.26932"
0.38864,52.23858,"0.38864,52.23858"
0.75623,52.42152,"0.75623,52.42152"
0.724,52.41504,"0.724,52.41504"
0.66541,52.37943,"0.66541,52.37943"
0.75711,52.42282,"0.75711,52.42282"
0.07582,52.23151,"0.07582,52.23151"
0.07582,52.23151,"0.07582,52.23151"
-0.01055,52.26959,"-0.01055,52.26959"
-0.01055,52.26959,"-0.01055,52.26959"
0.78701,52.14947,"0.78701,52.14947"
0.8743,52.32293,"0.8743,52.32293"
0.60541,52.36778,"0.60541,52.36778"
0.44976,52.04037,"0.44976,52.04037"
0.49,52.27073,"0.49,52.27073"
0.19526,52.44577,"0.19526,52.44577"
-0.0027,52.09747,"-0.0027,52.09747"
0.11656,52.23316,"0.11656,52.23316"
0.11662,52.23361,"0.11662,52.23361"
0.75971,52.40676,"0.75971,52.40676"
0.65633,52.22212,"0.65633,52.22212"
0.85168,52.29444,"0.85168,52.29444"
-0.0338,52.18393,"-0.0338,52.18393"
0.71516,52.40577,"0.71516,52.40577"
-0.0374,52.06524,"-0.0374,52.06524"
-0.0374,52.06524,"-0.0374,52.06524"
0.10783,52.16962,"0.10783,52.16962"
-0.06767,52.19785,"-0.06767,52.19785"
0.1058,52.15952,"0.1058,52.15952"
0.41667,52.08206,"0.41667,52.08206"
0.18877,52.06251,"0.18877,52.06251"
0.20643,52.21627,"0.20643,52.21627"
0.14062,52.08243,"0.14062,52.08243"
1.10528,52.37847,"1.10528,52.37847"
0.88066,52.32203,"0.88066,52.32203"
0.14216,52.20272,"0.14216,52.20272"
0.11025,52.21076,"0.11025,52.21076"
0.72508,52.15484,"0.72508,52.15484"
0.05724,52.24699,"0.05724,52.24699"
0.69817,52.2652,"0.69817,52.2652"
0.23942,52.23726,"0.23942,52.23726"
0.14622,52.17289,"0.14622,52.17289"
0.40711,52.08802,"0.40711,52.08802"
0.46408,52.43218,"0.46408,52.43218"
0.45237,52.07524,"0.45237,52.07524"
0.11807,52.17526,"0.11807,52.17526"
-0.11084,52.23921,"-0.11084,52.23921"
0.44919,52.32278,"0.44919,52.32278"
0.14351,52.23131,"0.14351,52.23131"
-0.03682,52.05051,"-0.03682,52.05051"
0.22298,52.34833,"0.22298,52.34833"
0.07897,52.20514,"0.07897,52.20514"
0.11535,52.21424,"0.11535,52.21424"
0.96088,52.46999,"0.96088,52.46999"
0.41011,52.0869,"0.41011,52.0869"
0.90782,52.34148,"0.90782,52.34148"
0.142,52.18611,"0.142,52.18611"
0.1733,52.2893,"0.1733,52.2893"
0.14216,52.18609,"0.14216,52.18609"
0.3405,52.29834,"0.3405,52.29834"
0.27939,52.40891,"0.27939,52.40891"
0.12072,52.20378,"0.12072,52.20378"
0.74082,52.24531,"0.74082,52.24531"
0.74082,52.24531,"0.74082,52.24531"
0.06205,52.2108,"0.06205,52.2108"
0.20687,52.09942,"0.20687,52.09942"
0.60427,52.44086,"0.60427,52.44086"
0.60427,52.44086,"0.60427,52.44086"
0.08549,52.2365,"0.08549,52.2365"
0.69808,52.26429,"0.69808,52.26429"
0.56064,52.16842,"0.56064,52.16842"
0.30022,52.1889,"0.30022,52.1889"
0.00847,52.2088,"0.00847,52.2088"
0.00847,52.2088,"0.00847,52.2088"
0.12446,52.2841,"0.12446,52.2841"
0.96235,52.38027,"0.96235,52.38027"
0.12498,52.09483,"0.12498,52.09483"
0.18877,52.06251,"0.18877,52.06251"
0.32786,52.27604,"0.32786,52.27604"
0.07964,52.23983,"0.07964,52.23983"
0.30294,52.25456,"0.30294,52.25456"
0.49676,52.29812,"0.49676,52.29812"
0.33421,52.28195,"0.33421,52.28195"
0.14508,52.20572,"0.14508,52.20572"
0.62733,52.26194,"0.62733,52.26194"
0.08131,52.2137,"0.08131,52.2137"
0.32331,52.28088,"0.32331,52.28088"
0.74792,52.41585,"0.74792,52.41585"
0.724,52.41504,"0.724,52.41504"
0.20306,52.06347,"0.20306,52.06347"
0.21432,51.97459,"0.21432,51.97459"
0.7093,52.25594,"0.7093,52.25594"
0.05558,52.17396,"0.05558,52.17396"
0.05558,52.17396,"0.05558,52.17396"
0.76812,52.42365,"0.76812,52.42365"
0.04436,52.24883,"0.04436,52.24883"
0.73093,52.15471,"0.73093,52.15471"
0.70811,52.26046,"0.70811,52.26046"
0.7059,52.26101,"0.7059,52.26101"
0.12614,52.39221,"0.12614,52.39221"
0.14066,52.17513,"0.14066,52.17513"
0.14066,52.17513,"0.14066,52.17513"
0.12069,52.38938,"0.12069,52.38938"
0.44803,52.0814,"0.44803,52.0814"
0.7201,52.30389,"0.7201,52.30389"
0.7201,52.30389,"0.7201,52.30389"
-0.02363,52.04938,"-0.02363,52.04938"
0.73802,52.41266,"0.73802,52.41266"
0.67544,52.38705,"0.67544,52.38705"
0.04301,52.27941,"0.04301,52.27941"
0.35226,52.09992,"0.35226,52.09992"
0.49058,52.09258,"0.49058,52.09258"
0.71731,52.25292,"0.71731,52.25292"
0.51323,52.34963,"0.51323,52.34963"
0.51323,52.34963,"0.51323,52.34963"
0.14294,52.17211,"0.14294,52.17211"
0.21407,52.3463,"0.21407,52.3463"
0.38663,52.25864,"0.38663,52.25864"
0.41126,52.08822,"0.41126,52.08822"
0.10041,52.1973,"0.10041,52.1973"
0.23839,52.0131,"0.23839,52.0131"
0.07719,52.18899,"0.07719,52.18899"
0.14277,52.23396,"0.14277,52.23396"
0.10973,52.22421,"0.10973,52.22421"
0.71537,52.22805,"0.71537,52.22805"
0.07719,52.18899,"0.07719,52.18899"
0.1734,52.29252,"0.1734,52.29252"
0.41285,52.0861,"0.41285,52.0861"
0.10471,52.24231,"0.10471,52.24231"
0.1303,52.20085,"0.1303,52.20085"
0.53527,52.33857,"0.53527,52.33857"
0.38335,52.16004,"0.38335,52.16004"
0.11913,52.21888,"0.11913,52.21888"
0.11491,52.24462,"0.11491,52.24462"
0.11491,52.24462,"0.11491,52.24462"
0.40624,52.0927,"0.40624,52.0927"
0.93358,52.43997,"0.93358,52.43997"
0.17715,52.19231,"0.17715,52.19231"
0.24695,52.00934,"0.24695,52.00934"
0.22378,52.12627,"0.22378,52.12627"
0.08669,52.14509,"0.08669,52.14509"
0.13172,52.19449,"0.13172,52.19449"
0.95444,52.33239,"0.95444,52.33239"
0.41052,52.08982,"0.41052,52.08982"
0.94369,52.32893,"0.94369,52.32893"
0.99916,52.33797,"0.99916,52.33797"
0.15006,52.17667,"0.15006,52.17667"
0.22249,52.12685,"0.22249,52.12685"
0.51226,52.34308,"0.51226,52.34308"
-0.06822,52.21926,"-0.06822,52.21926"
0.53527,52.33857,"0.53527,52.33857"
0.14387,52.14686,"0.14387,52.14686"
0.09029,52.14589,"0.09029,52.14589"
-0.03148,52.09706,"-0.03148,52.09706"
0.14999,52.17355,"0.14999,52.17355"
0.14999,52.17355,"0.14999,52.17355"
0.75451,52.41768,"0.75451,52.41768"
0.75451,52.41768,"0.75451,52.41768"
0.15283,52.17736,"0.15283,52.17736"
0.08129,52.23901,"0.08129,52.23901"
0.30866,52.13225,"0.30866,52.13225"
0.15489,52.39897,"0.15489,52.39897"
0.11163,52.08706,"0.11163,52.08706"
0.86585,52.25607,"0.86585,52.25607"
0.23979,52.0237,"0.23979,52.0237"
0.15904,52.16877,"0.15904,52.16877"
0.159,52.16889,"0.159,52.16889"
0.3009,52.18548,"0.3009,52.18548"
0.40931,52.43119,"0.40931,52.43119"
0.0797,52.19519,"0.0797,52.19519"
0.40796,52.24488,"0.40796,52.24488"
-0.02468,52.26061,"-0.02468,52.26061"
0.24776,52.02551,"0.24776,52.02551"
0.03841,52.25297,"0.03841,52.25297"
0.71516,52.40577,"0.71516,52.40577"
-0.01098,52.26994,"-0.01098,52.26994"
-0.01327,52.04885,"-0.01327,52.04885"
0.739,52.23081,"0.739,52.23081"
0.31441,52.05705,"0.31441,52.05705"
0.43682,52.08172,"0.43682,52.08172"
-0.05143,52.2191,"-0.05143,52.2191"
0.23331,52.14561,"0.23331,52.14561"
0.37049,52.22792,"0.37049,52.22792"
0.08838,52.21978,"0.08838,52.21978"
0.08838,52.21978,"0.08838,52.21978"
0.11117,52.25459,"0.11117,52.25459"
0.71724,52.2397,"0.71724,52.2397"
0.62389,52.44736,"0.62389,52.44736"
0.12353,52.21588,"0.12353,52.21588"
0.2836,52.09759,"0.2836,52.09759"
0.23575,52.05618,"0.23575,52.05618"
0.15855,51.98941,"0.15855,51.98941"
0.12133,52.23544,"0.12133,52.23544"
-0.06142,52.19108,"-0.06142,52.19108"
-0.06476,52.22412,"-0.06476,52.22412"
0.94006,52.44289,"0.94006,52.44289"
0.94006,52.44289,"0.94006,52.44289"
0.69952,52.24805,"0.69952,52.24805"
0.07719,52.18899,"0.07719,52.18899"
0.16362,52.21179,"0.16362,52.21179"
-0.0551,52.21296,"-0.0551,52.21296"
0.23394,52.43163,"0.23394,52.43163"
0.23394,52.43163,"0.23394,52.43163"
0.15377,52.18696,"0.15377,52.18696"
0.89153,52.22443,"0.89153,52.22443"
0.1575,52.19906,"0.1575,52.19906"
-0.04039,52.04808,"-0.04039,52.04808"
0.1733,52.2893,"0.1733,52.2893"
0.18107,52.12299,"0.18107,52.12299"
0.32866,52.01135,"0.32866,52.01135"
-0.00866,52.26889,"-0.00866,52.26889"
0.07582,52.23151,"0.07582,52.23151"
0.17615,52.3515,"0.17615,52.3515"
0.17985,52.18777,"0.17985,52.18777"
0.12604,52.2349,"0.12604,52.2349"
-0.0305,52.06012,"-0.0305,52.06012"
0.69697,52.2515,"0.69697,52.2515"
0.94581,52.46365,"0.94581,52.46365"
0.94581,52.46365,"0.94581,52.46365"
0.37875,52.29758,"0.37875,52.29758"
0.37113,52.30997,"0.37113,52.30997"
0.41825,52.23978,"0.41825,52.23978"
0.88212,52.1637,"0.88212,52.1637"
0.15558,52.2092,"0.15558,52.2092"
0.75193,52.41245,"0.75193,52.41245"
0.04177,52.22351,"0.04177,52.22351"
0.02977,52.26101,"0.02977,52.26101"
0.27799,52.23964,"0.27799,52.23964"
0.26647,52.40088,"0.26647,52.40088"
0.23868,52.39041,"0.23868,52.39041"
0.23812,52.38905,"0.23812,52.38905"
0.3881,52.25118,"0.3881,52.25118"
0.3881,52.25118,"0.3881,52.25118"
0.13378,52.20692,"0.13378,52.20692"
1.10226,52.42615,"1.10226,52.42615"
0.15076,52.24518,"0.15076,52.24518"
0.36563,52.24644,"0.36563,52.24644"
0.00922,52.10267,"0.00922,52.10267"
0.15106,52.2452,"0.15106,52.2452"
0.15151,52.24491,"0.15151,52.24491"
0.69363,52.23921,"0.69363,52.23921"
0.87481,52.23098,"0.87481,52.23098"
0.78022,52.424,"0.78022,52.424"
-0.00904,52.26906,"-0.00904,52.26906"
0.07373,52.21378,"0.07373,52.21378"
0.36306,52.2497,"0.36306,52.2497"
0.07379,52.10444,"0.07379,52.10444"
0.25051,52.39867,"0.25051,52.39867"
0.39041,52.24221,"0.39041,52.24221"
0.14498,52.20945,"0.14498,52.20945"
0.45916,52.21158,"0.45916,52.21158"
0.07582,52.23151,"0.07582,52.23151"
0.30682,52.18735,"0.30682,52.18735"
0.51217,52.35154,"0.51217,52.35154"
0.40796,52.24488,"0.40796,52.24488"
0.52311,52.3338,"0.52311,52.3338"
0.12182,52.20534,"0.12182,52.20534"
0.52788,52.38629,"0.52788,52.38629"
0.01595,52.08928,"0.01595,52.08928"
0.41012,52.08756,"0.41012,52.08756"
0.36447,52.14366,"0.36447,52.14366"
0.02574,52.25508,"0.02574,52.25508"
0.91606,52.23383,"0.91606,52.23383"
0.45936,52.08244,"0.45936,52.08244"
0.06568,52.31558,"0.06568,52.31558"
0.7514,52.24956,"0.7514,52.24956"
0.3919,52.15847,"0.3919,52.15847"
0.69697,52.2515,"0.69697,52.2515"
0.27376,52.16839,"0.27376,52.16839"
0.75851,52.2439,"0.75851,52.2439"
0.52788,52.38633,"0.52788,52.38633"
0.15029,52.19252,"0.15029,52.19252"
-0.02269,52.04608,"-0.02269,52.04608"
0.74535,52.40512,"0.74535,52.40512"
1.10294,52.37383,"1.10294,52.37383"
0.90985,52.23736,"0.90985,52.23736"
0.99129,52.33007,"0.99129,52.33007"
0.46716,52.34878,"0.46716,52.34878"
0.11982,52.23339,"0.11982,52.23339"
0.23844,52.014,"0.23844,52.014"
0.42659,52.09131,"0.42659,52.09131"
0.01188,52.18518,"0.01188,52.18518"
0.4609,52.07822,"0.4609,52.07822"
0.3405,52.29834,"0.3405,52.29834"
-0.05235,52.05464,"-0.05235,52.05464"
0.42933,52.09386,"0.42933,52.09386"
0.08787,52.19721,"0.08787,52.19721"
0.75425,52.24929,"0.75425,52.24929"
0.10472,52.2187,"0.10472,52.2187"
0.15929,52.2466,"0.15929,52.2466"
0.41076,52.2463,"0.41076,52.2463"
0.20082,52.2706,"0.20082,52.2706"
0.35581,52.24563,"0.35581,52.24563"
0.4458,52.27182,"0.4458,52.27182"
0.00378,52.2184,"0.00378,52.2184"
0.1058,52.15952,"0.1058,52.15952"
0.76998,52.42256,"0.76998,52.42256"
0.14695,52.20973,"0.14695,52.20973"
0.02636,52.25563,"0.02636,52.25563"
0.02636,52.25563,"0.02636,52.25563"
0.39552,52.26826,"0.39552,52.26826"
0.13503,52.15416,"0.13503,52.15416"
1.12392,52.36857,"1.12392,52.36857"
0.11069,52.21947,"0.11069,52.21947"
0.07143,52.13679,"0.07143,52.13679"
0.15106,52.19694,"0.15106,52.19694"
0.18579,52.18945,"0.18579,52.18945"
-0.05439,52.04564,"-0.05439,52.04564"
0.05379,52.18283,"0.05379,52.18283"
0.49349,52.09509,"0.49349,52.09509"
0.53362,52.33628,"0.53362,52.33628"
0.60143,52.44093,"0.60143,52.44093"
0.1055,52.20197,"0.1055,52.20197"
0.42991,52.07765,"0.42991,52.07765"
0.04053,52.28603,"0.04053,52.28603"
0.58479,52.42465,"0.58479,52.42465"
0.51846,52.35369,"0.51846,52.35369"
0.44557,52.08578,"0.44557,52.08578"
0.21432,51.97459,"0.21432,51.97459"
0.74551,52.41903,"0.74551,52.41903"
0.71722,52.24883,"0.71722,52.24883"
0.71713,52.24873,"0.71713,52.24873"
0.46275,52.35108,"0.46275,52.35108"
0.32716,52.34209,"0.32716,52.34209"
0.14026,52.09766,"0.14026,52.09766"
0.7047,52.23961,"0.7047,52.23961"
0.62805,52.44304,"0.62805,52.44304"
0.73798,52.40479,"0.73798,52.40479"
0.36563,52.24644,"0.36563,52.24644"
-0.11583,52.22791,"-0.11583,52.22791"
0.07582,52.23151,"0.07582,52.23151"
0.75378,52.25135,"0.75378,52.25135"
0.44624,52.27194,"0.44624,52.27194"
0.16843,52.42112,"0.16843,52.42112"
0.16589,52.41721,"0.16589,52.41721"
0.02441,52.08352,"0.02441,52.08352"
0.10878,52.21275,"0.10878,52.21275"
0.15081,52.39518,"0.15081,52.39518"
0.46134,52.28437,"0.46134,52.28437"
0.46134,52.28437,"0.46134,52.28437"
0.02056,52.18542,"0.02056,52.18542"
0.30008,52.44718,"0.30008,52.44718"
0.01393,52.2553,"0.01393,52.2553"
0.85492,52.49944,"0.85492,52.49944"
0.15595,52.20057,"0.15595,52.20057"
0.62455,52.4497,"0.62455,52.4497"
0.70913,52.24386,"0.70913,52.24386"
0.17773,52.19063,"0.17773,52.19063"
0.17754,52.19093,"0.17754,52.19093"
-0.02887,52.13119,"-0.02887,52.13119"
0.18877,52.06251,"0.18877,52.06251"
0.77065,52.26861,"0.77065,52.26861"
0.77065,52.26861,"0.77065,52.26861"
0.25804,52.22348,"0.25804,52.22348"
0.81786,52.23747,"0.81786,52.23747"
0.69477,52.25807,"0.69477,52.25807"
0.75335,52.24975,"0.75335,52.24975"
0.95845,52.36598,"0.95845,52.36598"
0.12229,52.23604,"0.12229,52.23604"
0.07582,52.23151,"0.07582,52.23151"
0.01813,52.25456,"0.01813,52.25456"
0.0291,52.18686,"0.0291,52.18686"
0.0291,52.18686,"0.0291,52.18686"
0.26802,52.39813,"0.26802,52.39813"
0.15478,52.18373,"0.15478,52.18373"
0.02267,52.25432,"0.02267,52.25432"
0.16647,52.18352,"0.16647,52.18352"
-0.08759,52.17631,"-0.08759,52.17631"
-0.06015,52.13629,"-0.06015,52.13629"
0.04958,52.18193,"0.04958,52.18193"
0.27192,52.39893,"0.27192,52.39893"
0.27192,52.39893,"0.27192,52.39893"
0.12931,52.19771,"0.12931,52.19771"
0.13774,52.18641,"0.13774,52.18641"
0.42591,52.08386,"0.42591,52.08386"
0.11034,52.21131,"0.11034,52.21131"
-0.06622,52.21544,"-0.06622,52.21544"
0.13873,52.18086,"0.13873,52.18086"
0.12724,52.19894,"0.12724,52.19894"
0.46134,52.28437,"0.46134,52.28437"
0.68496,52.24338,"0.68496,52.24338"
0.20171,52.32763,"0.20171,52.32763"
0.20171,52.32763,"0.20171,52.32763"
0.20171,52.32763,"0.20171,52.32763"
0.70789,52.24356,"0.70789,52.24356"
0.02267,52.25432,"0.02267,52.25432"
1.12505,52.37249,"1.12505,52.37249"
0.36316,52.24977,"0.36316,52.24977"
0.63866,52.4482,"0.63866,52.4482"
0.63866,52.4482,"0.63866,52.4482"
0.14379,52.22889,"0.14379,52.22889"
-0.0649,52.22025,"-0.0649,52.22025"
0.38226,52.23087,"0.38226,52.23087"
0.38226,52.23087,"0.38226,52.23087"
0.1187,52.20556,"0.1187,52.20556"
0.1575,52.19906,"0.1575,52.19906"
0.11605,52.40422,"0.11605,52.40422"
0.11605,52.40422,"0.11605,52.40422"
0.75172,52.20729,"0.75172,52.20729"
0.75172,52.20729,"0.75172,52.20729"
0.62027,52.44632,"0.62027,52.44632"
0.1377,52.14445,"0.1377,52.14445"
0.19022,51.95195,"0.19022,51.95195"
0.29652,52.1924,"0.29652,52.1924"
0.1056,52.25746,"0.1056,52.25746"
0.7202,52.2423,"0.7202,52.2423"
0.42359,52.07989,"0.42359,52.07989"
0.41,52.24602,"0.41,52.24602"
0.81168,52.25264,"0.81168,52.25264"
0.02614,52.18601,"0.02614,52.18601"
0.07582,52.23151,"0.07582,52.23151"
0.79037,52.26761,"0.79037,52.26761"
0.4,52.26293,"0.4,52.26293"
0.82411,52.52833,"0.82411,52.52833"
0.00678,52.25165,"0.00678,52.25165"
0.09039,52.38356,"0.09039,52.38356"
0.7253,52.23633,"0.7253,52.23633"
0.27588,52.40061,"0.27588,52.40061"
0.01292,52.21774,"0.01292,52.21774"
0.08857,52.14445,"0.08857,52.14445"
0.2586,52.22082,"0.2586,52.22082"
0.12869,52.1923,"0.12869,52.1923"
0.7148,52.24557,"0.7148,52.24557"
0.03996,52.21999,"0.03996,52.21999"
0.12212,52.14295,"0.12212,52.14295"
0.18877,52.06251,"0.18877,52.06251"
1.06158,52.39123,"1.06158,52.39123"
-0.08608,52.19184,"-0.08608,52.19184"
0.1058,52.15952,"0.1058,52.15952"
0.20927,52.19237,"0.20927,52.19237"
0.20927,52.19237,"0.20927,52.19237"
0.35522,52.10076,"0.35522,52.10076"
0.74165,52.41243,"0.74165,52.41243"
0.33077,52.29297,"0.33077,52.29297"
0.91725,52.23119,"0.91725,52.23119"
0.32496,52.27672,"0.32496,52.27672"
0.6342,52.4474,"0.6342,52.4474"
1.10701,52.37655,"1.10701,52.37655"
0.05151,52.12429,"0.05151,52.12429"
-0.02149,52.04587,"-0.02149,52.04587"
0.09725,52.25355,"0.09725,52.25355"
0.38827,52.29221,"0.38827,52.29221"
0.44634,52.08451,"0.44634,52.08451"
0.44634,52.08451,"0.44634,52.08451"
0.13854,52.1917,"0.13854,52.1917"
0.33077,52.29297,"0.33077,52.29297"
0.13949,52.18219,"0.13949,52.18219"
0.14052,52.18198,"0.14052,52.18198"
0.52913,52.41192,"0.52913,52.41192"
0.3779,52.20058,"0.3779,52.20058"
0.10783,52.16962,"0.10783,52.16962"
0.55687,52.25574,"0.55687,52.25574"
0.55687,52.25574,"0.55687,52.25574"
0.16526,52.146,"0.16526,52.146"
-0.06803,52.21988,"-0.06803,52.21988"
0.22834,52.2169,"0.22834,52.2169"
0.8301,52.23608,"0.8301,52.23608"
0.43827,52.07752,"0.43827,52.07752"
0.25863,52.14318,"0.25863,52.14318"
0.20089,52.077,"0.20089,52.077"
0.4409,52.09182,"0.4409,52.09182"
0.4409,52.09182,"0.4409,52.09182"
0.18625,52.203,"0.18625,52.203"
0.13148,52.3982,"0.13148,52.3982"
0.12801,52.39521,"0.12801,52.39521"
0.26473,52.19207,"0.26473,52.19207"
0.26473,52.19207,"0.26473,52.19207"
0.01964,52.08079,"0.01964,52.08079"
0.23243,52.11071,"0.23243,52.11071"
0.12003,52.22213,"0.12003,52.22213"
0.0966,52.25312,"0.0966,52.25312"
0.87976,52.40135,"0.87976,52.40135"
0.1474,52.21264,"0.1474,52.21264"
0.10665,52.21787,"0.10665,52.21787"
0.62483,52.36751,"0.62483,52.36751"
0.37555,52.26313,"0.37555,52.26313"
0.37716,52.26579,"0.37716,52.26579"
0.52191,52.3355,"0.52191,52.3355"
0.53373,52.33818,"0.53373,52.33818"
0.09719,52.07989,"0.09719,52.07989"
0.09903,52.08056,"0.09903,52.08056"
0.13107,52.39254,"0.13107,52.39254"
-0.05532,52.04139,"-0.05532,52.04139"
0.16321,52.21252,"0.16321,52.21252"
0.2893,52.09666,"0.2893,52.09666"
0.7193,52.24107,"0.7193,52.24107"
0.16247,52.24789,"0.16247,52.24789"
0.71049,52.24292,"0.71049,52.24292"
0.12166,52.28685,"0.12166,52.28685"
0.22156,52.12535,"0.22156,52.12535"
0.22378,52.12627,"0.22378,52.12627"
0.97162,52.47447,"0.97162,52.47447"
0.48637,52.22667,"0.48637,52.22667"
0.48637,52.22667,"0.48637,52.22667"
0.02513,52.25562,"0.02513,52.25562"
0.71665,52.25471,"0.71665,52.25471"
0.22378,52.12627,"0.22378,52.12627"
0.2441,52.24322,"0.2441,52.24322"
0.12033,52.23575,"0.12033,52.23575"
0.11846,52.19416,"0.11846,52.19416"
0.46887,52.07392,"0.46887,52.07392"
0.38827,52.29221,"0.38827,52.29221"
0.15188,52.18531,"0.15188,52.18531"
0.06044,52.28856,"0.06044,52.28856"
0.71179,52.24868,"0.71179,52.24868"
0.12822,52.20717,"0.12822,52.20717"
1.12178,52.3705,"1.12178,52.3705"
-0.04602,52.29815,"-0.04602,52.29815"
0.41068,52.34473,"0.41068,52.34473"
0.1271,52.23016,"0.1271,52.23016"
0.69488,52.25986,"0.69488,52.25986"
0.17697,52.18872,"0.17697,52.18872"
0.17697,52.18872,"0.17697,52.18872"
0.23887,52.12088,"0.23887,52.12088"
0.8301,52.23608,"0.8301,52.23608"
0.49768,52.34932,"0.49768,52.34932"
0.41288,52.24458,"0.41288,52.24458"
0.41288,52.24458,"0.41288,52.24458"
0.11807,52.1808,"0.11807,52.1808"
0.64333,52.39272,"0.64333,52.39272"
0.67052,52.22267,"0.67052,52.22267"
-0.02565,52.20577,"-0.02565,52.20577"
0.16975,52.12335,"0.16975,52.12335"
0.16975,52.12335,"0.16975,52.12335"
0.43302,52.08119,"0.43302,52.08119"
0.18877,52.06251,"0.18877,52.06251"
0.11331,52.22824,"0.11331,52.22824"
0.4892,52.27921,"0.4892,52.27921"
0.08385,52.13763,"0.08385,52.13763"
0.08435,52.23823,"0.08435,52.23823"
0.73126,52.25357,"0.73126,52.25357"
0.14086,52.19198,"0.14086,52.19198"
0.13974,52.2242,"0.13974,52.2242"
0.19259,52.26532,"0.19259,52.26532"
0.2203,52.34946,"0.2203,52.34946"
0.07719,52.18899,"0.07719,52.18899"
-0.05535,52.2204,"-0.05535,52.2204"
0.9081,52.47105,"0.9081,52.47105"
0.6561,52.39133,"0.6561,52.39133"
0.66793,52.45761,"0.66793,52.45761"
0.66793,52.45761,"0.66793,52.45761"
0.27722,52.40356,"0.27722,52.40356"
0.13051,52.19348,"0.13051,52.19348"
0.10932,52.21569,"0.10932,52.21569"
0.43298,52.28341,"0.43298,52.28341"
0.33087,52.27751,"0.33087,52.27751"
0.49844,52.27483,"0.49844,52.27483"
-0.06621,52.21776,"-0.06621,52.21776"
0.29024,51.99096,"0.29024,51.99096"
0.22206,52.11853,"0.22206,52.11853"
0.19197,52.21137,"0.19197,52.21137"
0.26482,52.22211,"0.26482,52.22211"
0.15402,52.28942,"0.15402,52.28942"
0.11225,52.42785,"0.11225,52.42785"
0.19282,52.25242,"0.19282,52.25242"
0.19105,52.2667,"0.19105,52.2667"
0.19105,52.2667,"0.19105,52.2667"
0.28567,52.21273,"0.28567,52.21273"
0.25764,52.22138,"0.25764,52.22138"
0.33843,52.33761,"0.33843,52.33761"
0.74792,52.41585,"0.74792,52.41585"
0.05623,52.30912,"0.05623,52.30912"
0.0667,52.26326,"0.0667,52.26326"
0.15278,52.1424,"0.15278,52.1424"
0.4822,52.33558,"0.4822,52.33558"
0.74922,52.38003,"0.74922,52.38003"
0.1575,52.19906,"0.1575,52.19906"
0.13745,52.19422,"0.13745,52.19422"
0.09969,52.20878,"0.09969,52.20878"
