long,latt,location
0.54571,52.17206,"0.54571,52.17206"
0.18877,52.06251,"0.18877,52.06251"
0.1058,52.15952,"0.1058,52.15952"
0.72717,52.42289,"0.72717,52.42289"
0.13543,52.09601,"0.13543,52.09601"
0.63118,52.26677,"0.63118,52.26677"
0.13975,52.10195,"0.13975,52.10195"
-0.0551,52.21296,"-0.0551,52.21296"
0.22156,52.12535,"0.22156,52.12535"
0.25645,52.22679,"0.25645,52.22679"
0.50922,52.37488,"0.50922,52.37488"
0.64017,52.44523,"0.64017,52.44523"
0.13918,52.19356,"0.13918,52.19356"
0.15452,52.17834,"0.15452,52.17834"
0.71719,52.24248,"0.71719,52.24248"
1.10688,52.37979,"1.10688,52.37979"
0.8238,52.24065,"0.8238,52.24065"
0.04918,52.28906,"0.04918,52.28906"
0.13016,52.22597,"0.13016,52.22597"
0.40805,52.24088,"0.40805,52.24088"
0.83761,52.30061,"0.83761,52.30061"
0.12181,52.20399,"0.12181,52.20399"
0.11876,52.20435,"0.11876,52.20435"
0.51392,52.35455,"0.51392,52.35455"
0.15659,52.18908,"0.15659,52.18908"
0.51008,52.33895,"0.51008,52.33895"
0.48006,52.30085,"0.48006,52.30085"
0.08243,52.13827,"0.08243,52.13827"
0.87213,52.38926,"0.87213,52.38926"
0.19659,52.26577,"0.19659,52.26577"
-0.02544,52.25981,"-0.02544,52.25981"
0.90987,52.43107,"0.90987,52.43107"
0.25864,52.02183,"0.25864,52.02183"
0.22378,52.12627,"0.22378,52.12627"
0.14833,52.39586,"0.14833,52.39586"
0.36412,52.24939,"0.36412,52.24939"
0.45916,52.21158,"0.45916,52.21158"
0.34822,52.32842,"0.34822,52.32842"
0.33707,52.3681,"0.33707,52.3681"
0.24201,52.39175,"0.24201,52.39175"
0.10992,52.22501,"0.10992,52.22501"
0.26996,52.39813,"0.26996,52.39813"
0.40796,52.24488,"0.40796,52.24488"
0.18877,52.06251,"0.18877,52.06251"
0.43903,52.08495,"0.43903,52.08495"
0.33242,52.33742,"0.33242,52.33742"
0.1619,51.98649,"0.1619,51.98649"
0.09969,52.20878,"0.09969,52.20878"
0.72205,52.40506,"0.72205,52.40506"
0.02333,52.24235,"0.02333,52.24235"
0.94581,52.46365,"0.94581,52.46365"
0.94581,52.46365,"0.94581,52.46365"
0.49514,52.30473,"0.49514,52.30473"
0.14066,52.17513,"0.14066,52.17513"
0.14623,52.35376,"0.14623,52.35376"
0.69385,52.2428,"0.69385,52.2428"
0.41541,52.23946,"0.41541,52.23946"
0.38797,52.21721,"0.38797,52.21721"
0.46469,52.22364,"0.46469,52.22364"
0.66684,52.15887,"0.66684,52.15887"
0.66684,52.15887,"0.66684,52.15887"
0.15298,52.23827,"0.15298,52.23827"
0.13164,52.23315,"0.13164,52.23315"
-0.02074,52.04885,"-0.02074,52.04885"
-0.02074,52.04885,"-0.02074,52.04885"
0.15269,52.19688,"0.15269,52.19688"
0.16189,52.20968,"0.16189,52.20968"
0.16501,52.16623,"0.16501,52.16623"
0.52141,52.34273,"0.52141,52.34273"
0.20186,52.20964,"0.20186,52.20964"
0.72106,52.30793,"0.72106,52.30793"
0.7149,52.30109,"0.7149,52.30109"
0.51297,52.34269,"0.51297,52.34269"
0.84129,52.3032,"0.84129,52.3032"
0.70653,52.24074,"0.70653,52.24074"
0.14026,52.09766,"0.14026,52.09766"
0.52624,52.33554,"0.52624,52.33554"
0.18877,52.06251,"0.18877,52.06251"
-0.02924,52.04779,"-0.02924,52.04779"
-0.02924,52.04779,"-0.02924,52.04779"
1.05862,52.3606,"1.05862,52.3606"
0.71531,52.25417,"0.71531,52.25417"
-0.0077,52.05079,"-0.0077,52.05079"
-0.00988,52.05129,"-0.00988,52.05129"
0.75063,52.41283,"0.75063,52.41283"
0.36412,52.24939,"0.36412,52.24939"
0.24352,52.02829,"0.24352,52.02829"
0.33715,52.34123,"0.33715,52.34123"
0.33715,52.34123,"0.33715,52.34123"
0.18877,52.06251,"0.18877,52.06251"
0.89719,52.26047,"0.89719,52.26047"
0.7209,52.4041,"0.7209,52.4041"
0.49873,52.29026,"0.49873,52.29026"
0.14782,52.20798,"0.14782,52.20798"
0.13435,52.20016,"0.13435,52.20016"
0.14026,52.09766,"0.14026,52.09766"
0.11656,52.23316,"0.11656,52.23316"
0.03667,52.12827,"0.03667,52.12827"
0.12521,52.39172,"0.12521,52.39172"
0.19402,52.06587,"0.19402,52.06587"
0.1254,52.28849,"0.1254,52.28849"
0.1213,52.28431,"0.1213,52.28431"
0.12087,52.28451,"0.12087,52.28451"
0.16089,52.12459,"0.16089,52.12459"
0.72527,52.24851,"0.72527,52.24851"
0.71548,52.29933,"0.71548,52.29933"
0.61989,52.26265,"0.61989,52.26265"
-0.05501,52.2205,"-0.05501,52.2205"
0.18458,52.19324,"0.18458,52.19324"
0.60918,52.36221,"0.60918,52.36221"
0.11715,52.22308,"0.11715,52.22308"
0.60926,52.36218,"0.60926,52.36218"
0.51283,52.34326,"0.51283,52.34326"
-0.01223,52.04727,"-0.01223,52.04727"
0.16144,52.24344,"0.16144,52.24344"
0.18877,52.06251,"0.18877,52.06251"
0.25612,52.30684,"0.25612,52.30684"
0.72032,52.25604,"0.72032,52.25604"
0.38406,52.47609,"0.38406,52.47609"
-0.07658,52.21884,"-0.07658,52.21884"
0.15757,52.24123,"0.15757,52.24123"
0.11182,52.2261,"0.11182,52.2261"
-0.11534,52.2469,"-0.11534,52.2469"
0.04948,52.29473,"0.04948,52.29473"
0.04948,52.29473,"0.04948,52.29473"
0.10657,52.21116,"0.10657,52.21116"
0.1689,52.18746,"0.1689,52.18746"
0.11024,52.20943,"0.11024,52.20943"
0.83609,52.30464,"0.83609,52.30464"
0.23826,52.0104,"0.23826,52.0104"
0.1191,52.17179,"0.1191,52.17179"
0.75535,52.24261,"0.75535,52.24261"
0.75555,52.24274,"0.75555,52.24274"
0.61185,52.46768,"0.61185,52.46768"
0.18877,52.06251,"0.18877,52.06251"
0.90839,52.23441,"0.90839,52.23441"
0.2825,52.4633,"0.2825,52.4633"
0.34377,52.32761,"0.34377,52.32761"
-0.01055,52.26959,"-0.01055,52.26959"
0.66403,52.38609,"0.66403,52.38609"
0.09099,52.19717,"0.09099,52.19717"
0.63131,52.26192,"0.63131,52.26192"
0.63088,52.26336,"0.63088,52.26336"
0.14933,52.22872,"0.14933,52.22872"
0.25645,52.02445,"0.25645,52.02445"
0.67591,52.36992,"0.67591,52.36992"
0.13647,52.21361,"0.13647,52.21361"
0.7283,52.23121,"0.7283,52.23121"
0.18877,52.06251,"0.18877,52.06251"
0.17703,52.10355,"0.17703,52.10355"
0.71049,52.24292,"0.71049,52.24292"
0.8823,52.32469,"0.8823,52.32469"
0.41,52.24602,"0.41,52.24602"
0.15756,52.23759,"0.15756,52.23759"
0.25499,52.22682,"0.25499,52.22682"
0.40122,52.24187,"0.40122,52.24187"
0.68718,52.18863,"0.68718,52.18863"
0.72486,52.42435,"0.72486,52.42435"
0.02004,52.0836,"0.02004,52.0836"
0.64002,52.44637,"0.64002,52.44637"
0.71822,52.27239,"0.71822,52.27239"
0.18877,52.06251,"0.18877,52.06251"
0.78695,52.23263,"0.78695,52.23263"
0.71433,52.25397,"0.71433,52.25397"
0.11467,52.23524,"0.11467,52.23524"
0.8533,52.18537,"0.8533,52.18537"
0.04379,52.28387,"0.04379,52.28387"
0.39328,52.36254,"0.39328,52.36254"
-0.05501,52.2205,"-0.05501,52.2205"
0.31651,52.46226,"0.31651,52.46226"
0.14406,52.19147,"0.14406,52.19147"
0.43504,52.0718,"0.43504,52.0718"
0.15452,52.17834,"0.15452,52.17834"
0.0409,52.10451,"0.0409,52.10451"
0.13956,52.23347,"0.13956,52.23347"
0.06676,52.18245,"0.06676,52.18245"
0.23849,52.02349,"0.23849,52.02349"
0.18877,52.06251,"0.18877,52.06251"
0.53502,52.33741,"0.53502,52.33741"
0.23927,52.02521,"0.23927,52.02521"
0.71531,52.25417,"0.71531,52.25417"
0.41956,52.26754,"0.41956,52.26754"
0.56198,52.40544,"0.56198,52.40544"
0.92047,52.23561,"0.92047,52.23561"
0.15556,52.10365,"0.15556,52.10365"
0.39687,52.2345,"0.39687,52.2345"
0.93114,52.30248,"0.93114,52.30248"
-0.10693,52.22969,"-0.10693,52.22969"
-0.11355,52.22806,"-0.11355,52.22806"
0.46134,52.28437,"0.46134,52.28437"
0.73645,52.23906,"0.73645,52.23906"
0.17706,52.18697,"0.17706,52.18697"
0.15138,52.2044,"0.15138,52.2044"
0.77733,52.15354,"0.77733,52.15354"
0.12765,52.21593,"0.12765,52.21593"
-0.04737,52.28849,"-0.04737,52.28849"
0.33266,52.33952,"0.33266,52.33952"
0.32483,52.46733,"0.32483,52.46733"
0.73212,52.32819,"0.73212,52.32819"
0.14026,52.09766,"0.14026,52.09766"
0.17703,52.10355,"0.17703,52.10355"
0.17538,52.10416,"0.17538,52.10416"
0.55055,52.29735,"0.55055,52.29735"
0.74082,52.24531,"0.74082,52.24531"
0.07762,52.22237,"0.07762,52.22237"
-0.0226,52.26959,"-0.0226,52.26959"
0.62483,52.36751,"0.62483,52.36751"
0.16321,52.21273,"0.16321,52.21273"
-0.00866,52.26889,"-0.00866,52.26889"
-0.00866,52.26889,"-0.00866,52.26889"
0.70657,52.24614,"0.70657,52.24614"
0.39166,52.07214,"0.39166,52.07214"
0.4473,52.0755,"0.4473,52.0755"
0.77742,52.24246,"0.77742,52.24246"
0.33847,52.29557,"0.33847,52.29557"
0.30022,52.1889,"0.30022,52.1889"
0.24973,52.01744,"0.24973,52.01744"
0.23193,52.02776,"0.23193,52.02776"
0.12616,52.23579,"0.12616,52.23579"
0.65633,52.22212,"0.65633,52.22212"
0.51066,52.13697,"0.51066,52.13697"
0.08548,52.14285,"0.08548,52.14285"
0.62401,52.44943,"0.62401,52.44943"
0.14026,52.09766,"0.14026,52.09766"
0.74965,52.4067,"0.74965,52.4067"
0.74965,52.4067,"0.74965,52.4067"
0.3405,52.29834,"0.3405,52.29834"
0.66192,52.38749,"0.66192,52.38749"
0.11254,52.17376,"0.11254,52.17376"
0.07719,52.18899,"0.07719,52.18899"
0.13774,52.18641,"0.13774,52.18641"
0.74549,52.41956,"0.74549,52.41956"
0.74549,52.41956,"0.74549,52.41956"
0.74502,52.41897,"0.74502,52.41897"
0.13774,52.18641,"0.13774,52.18641"
0.19331,52.30829,"0.19331,52.30829"
0.52052,52.4157,"0.52052,52.4157"
0.05811,52.27628,"0.05811,52.27628"
0.05811,52.27628,"0.05811,52.27628"
0.30416,52.45634,"0.30416,52.45634"
0.24871,52.39616,"0.24871,52.39616"
0.89462,52.42828,"0.89462,52.42828"
0.17554,52.10419,"0.17554,52.10419"
0.08064,52.1772,"0.08064,52.1772"
0.26884,52.4008,"0.26884,52.4008"
0.71831,52.24035,"0.71831,52.24035"
0.70908,52.24824,"0.70908,52.24824"
-0.01921,52.04806,"-0.01921,52.04806"
-0.01682,52.00958,"-0.01682,52.00958"
0.31584,52.26651,"0.31584,52.26651"
-0.01055,52.26959,"-0.01055,52.26959"
0.14066,52.17513,"0.14066,52.17513"
0.1058,52.15952,"0.1058,52.15952"
0.17703,52.10355,"0.17703,52.10355"
0.30022,52.1889,"0.30022,52.1889"
0.48719,52.30524,"0.48719,52.30524"
0.18009,52.26656,"0.18009,52.26656"
0.11607,52.23469,"0.11607,52.23469"
0.33718,52.33235,"0.33718,52.33235"
-0.03567,52.04661,"-0.03567,52.04661"
0.87411,52.28891,"0.87411,52.28891"
0.40007,52.20148,"0.40007,52.20148"
0.9253,52.37336,"0.9253,52.37336"
0.06547,52.30853,"0.06547,52.30853"
0.69185,52.30793,"0.69185,52.30793"
0.13759,52.22181,"0.13759,52.22181"
0.12289,52.20129,"0.12289,52.20129"
0.12022,52.20926,"0.12022,52.20926"
0.40792,52.24491,"0.40792,52.24491"
0.35277,52.21881,"0.35277,52.21881"
0.13749,52.03656,"0.13749,52.03656"
-0.01507,52.04912,"-0.01507,52.04912"
0.156,52.08971,"0.156,52.08971"
0.36238,52.24949,"0.36238,52.24949"
0.5309,52.18184,"0.5309,52.18184"
0.74247,52.41213,"0.74247,52.41213"
0.36563,52.24644,"0.36563,52.24644"
0.30912,52.18774,"0.30912,52.18774"
0.00886,52.09064,"0.00886,52.09064"
0.14026,52.09766,"0.14026,52.09766"
0.71619,52.25037,"0.71619,52.25037"
0.52882,52.40653,"0.52882,52.40653"
0.04806,52.28095,"0.04806,52.28095"
0.90015,52.47654,"0.90015,52.47654"
-0.10256,52.22867,"-0.10256,52.22867"
0.28429,51.96995,"0.28429,51.96995"
0.36342,52.24887,"0.36342,52.24887"
0.78416,52.23776,"0.78416,52.23776"
-0.02547,52.0448,"-0.02547,52.0448"
0.48476,52.30798,"0.48476,52.30798"
0.01393,52.2553,"0.01393,52.2553"
0.70384,52.24598,"0.70384,52.24598"
0.01393,52.2553,"0.01393,52.2553"
0.16687,52.28874,"0.16687,52.28874"
-0.10153,52.22866,"-0.10153,52.22866"
0.41249,52.24169,"0.41249,52.24169"
0.7369,52.23987,"0.7369,52.23987"
0.18877,52.06251,"0.18877,52.06251"
0.18877,52.06251,"0.18877,52.06251"
0.71516,52.40577,"0.71516,52.40577"
0.22378,52.12627,"0.22378,52.12627"
0.00468,52.09915,"0.00468,52.09915"
0.60854,52.44206,"0.60854,52.44206"
0.02267,52.25432,"0.02267,52.25432"
0.12182,52.20534,"0.12182,52.20534"
0.10902,52.24542,"0.10902,52.24542"
0.54035,52.36996,"0.54035,52.36996"
-0.02918,52.07253,"-0.02918,52.07253"
0.71155,52.24093,"0.71155,52.24093"
0.0142,51.99538,"0.0142,51.99538"
0.33847,52.29557,"0.33847,52.29557"
0.14699,52.15464,"0.14699,52.15464"
0.70897,52.24323,"0.70897,52.24323"
0.12064,52.17624,"0.12064,52.17624"
0.69785,52.23641,"0.69785,52.23641"
1.10839,52.37649,"1.10839,52.37649"
0.18877,52.06251,"0.18877,52.06251"
0.18877,52.06251,"0.18877,52.06251"
0.17703,52.10355,"0.17703,52.10355"
0.11134,52.22408,"0.11134,52.22408"
0.02025,52.18521,"0.02025,52.18521"
0.02025,52.18521,"0.02025,52.18521"
0.70372,52.26056,"0.70372,52.26056"
0.11222,52.17286,"0.11222,52.17286"
0.9529,52.3942,"0.9529,52.3942"
0.3405,52.29834,"0.3405,52.29834"
0.39709,52.26215,"0.39709,52.26215"
0.92561,52.44142,"0.92561,52.44142"
0.38253,52.06513,"0.38253,52.06513"
-0.00866,52.26889,"-0.00866,52.26889"
0.19042,52.19307,"0.19042,52.19307"
0.04626,52.22062,"0.04626,52.22062"
0.04626,52.22062,"0.04626,52.22062"
0.04558,52.24084,"0.04558,52.24084"
0.04558,52.24084,"0.04558,52.24084"
0.15151,52.24491,"0.15151,52.24491"
0.71848,52.24457,"0.71848,52.24457"
0.09586,52.1646,"0.09586,52.1646"
0.29798,52.25205,"0.29798,52.25205"
0.12181,52.20399,"0.12181,52.20399"
0.16045,52.18003,"0.16045,52.18003"
0.01294,52.21773,"0.01294,52.21773"
0.8455,52.34069,"0.8455,52.34069"
0.40161,52.24226,"0.40161,52.24226"
0.8788,52.49656,"0.8788,52.49656"
0.8788,52.49656,"0.8788,52.49656"
0.04051,52.02029,"0.04051,52.02029"
0.07995,52.19262,"0.07995,52.19262"
0.04513,52.28101,"0.04513,52.28101"
0.27762,52.23988,"0.27762,52.23988"
0.06194,52.21039,"0.06194,52.21039"
0.1772,52.29112,"0.1772,52.29112"
0.18137,52.28815,"0.18137,52.28815"
0.42879,52.08397,"0.42879,52.08397"
0.69764,52.2571,"0.69764,52.2571"
-0.00794,52.0454,"-0.00794,52.0454"
0.25344,52.42739,"0.25344,52.42739"
0.52873,52.40658,"0.52873,52.40658"
0.75223,52.41925,"0.75223,52.41925"
0.83396,52.23747,"0.83396,52.23747"
-0.00662,52.05719,"-0.00662,52.05719"
0.13408,52.19099,"0.13408,52.19099"
-0.05235,52.05464,"-0.05235,52.05464"
0.14425,52.17763,"0.14425,52.17763"
0.11467,52.23524,"0.11467,52.23524"
0.1698,52.12145,"0.1698,52.12145"
0.20916,52.12966,"0.20916,52.12966"
0.52208,52.33544,"0.52208,52.33544"
0.1058,52.15952,"0.1058,52.15952"
-0.05439,52.04564,"-0.05439,52.04564"
0.49,52.41091,"0.49,52.41091"
0.30912,52.18774,"0.30912,52.18774"
0.72083,52.30064,"0.72083,52.30064"
0.12879,52.19998,"0.12879,52.19998"
0.28447,52.46399,"0.28447,52.46399"
-0.01741,52.04898,"-0.01741,52.04898"
0.91955,52.36168,"0.91955,52.36168"
0.15615,52.24216,"0.15615,52.24216"
-0.06936,52.21899,"-0.06936,52.21899"
0.53469,52.33841,"0.53469,52.33841"
0.32671,52.28209,"0.32671,52.28209"
0.1242,52.01227,"0.1242,52.01227"
0.15774,52.17901,"0.15774,52.17901"
0.15774,52.17901,"0.15774,52.17901"
0.9269,52.44197,"0.9269,52.44197"
0.92575,52.44427,"0.92575,52.44427"
0.91725,52.23119,"0.91725,52.23119"
0.38412,52.30801,"0.38412,52.30801"
0.04327,51.99109,"0.04327,51.99109"
0.43827,52.07752,"0.43827,52.07752"
1.0065,52.31035,"1.0065,52.31035"
0.52208,52.33544,"0.52208,52.33544"
-0.10256,52.22867,"-0.10256,52.22867"
-0.10256,52.22867,"-0.10256,52.22867"
-0.05367,52.04552,"-0.05367,52.04552"
0.12937,52.23365,"0.12937,52.23365"
0.07719,52.18899,"0.07719,52.18899"
0.37402,52.237,"0.37402,52.237"
-0.08957,52.19596,"-0.08957,52.19596"
0.50497,52.27441,"0.50497,52.27441"
0.36342,52.24886,"0.36342,52.24886"
0.62891,52.3685,"0.62891,52.3685"
0.60541,52.36778,"0.60541,52.36778"
-0.01055,52.26959,"-0.01055,52.26959"
-0.00977,52.26982,"-0.00977,52.26982"
0.1351,52.22127,"0.1351,52.22127"
0.48476,52.30798,"0.48476,52.30798"
0.10485,52.21071,"0.10485,52.21071"
0.07221,52.26435,"0.07221,52.26435"
0.41079,52.24631,"0.41079,52.24631"
0.41079,52.24631,"0.41079,52.24631"
0.21181,52.18167,"0.21181,52.18167"
0.12146,52.16757,"0.12146,52.16757"
0.1058,52.15952,"0.1058,52.15952"
0.08131,52.2137,"0.08131,52.2137"
0.08131,52.2137,"0.08131,52.2137"
-0.10196,52.22828,"-0.10196,52.22828"
0.11509,52.21053,"0.11509,52.21053"
0.40225,52.2419,"0.40225,52.2419"
0.41336,52.09191,"0.41336,52.09191"
0.12182,52.19789,"0.12182,52.19789"
0.72761,52.41918,"0.72761,52.41918"
0.40161,52.24226,"0.40161,52.24226"
0.49613,52.37064,"0.49613,52.37064"
-0.10998,52.23765,"-0.10998,52.23765"
0.7249,52.24631,"0.7249,52.24631"
-0.11301,52.25127,"-0.11301,52.25127"
-0.11301,52.25127,"-0.11301,52.25127"
0.52779,52.38614,"0.52779,52.38614"
0.07719,52.18899,"0.07719,52.18899"
0.51297,52.34269,"0.51297,52.34269"
0.50025,52.36937,"0.50025,52.36937"
0.15018,52.36381,"0.15018,52.36381"
0.20906,52.0644,"0.20906,52.0644"
0.8301,52.23608,"0.8301,52.23608"
-0.00866,52.26889,"-0.00866,52.26889"
0.73791,52.24645,"0.73791,52.24645"
0.70925,52.23161,"0.70925,52.23161"
0.26703,52.40555,"0.26703,52.40555"
0.84924,52.36495,"0.84924,52.36495"
0.74865,52.18128,"0.74865,52.18128"
0.39281,52.2879,"0.39281,52.2879"
0.39281,52.2879,"0.39281,52.2879"
0.13109,52.20844,"0.13109,52.20844"
-0.05439,52.04564,"-0.05439,52.04564"
0.10771,52.25176,"0.10771,52.25176"
0.10771,52.25176,"0.10771,52.25176"
0.70575,52.3978,"0.70575,52.3978"
0.19187,52.04535,"0.19187,52.04535"
0.95296,52.33755,"0.95296,52.33755"
-0.05101,52.1408,"-0.05101,52.1408"
0.68907,52.24941,"0.68907,52.24941"
-0.00866,52.26889,"-0.00866,52.26889"
-0.00866,52.26889,"-0.00866,52.26889"
0.72736,52.23464,"0.72736,52.23464"
0.3732,52.26898,"0.3732,52.26898"
0.20281,52.13401,"0.20281,52.13401"
0.73285,52.23381,"0.73285,52.23381"
0.06721,52.18103,"0.06721,52.18103"
0.06721,52.18103,"0.06721,52.18103"
0.1561,52.24126,"0.1561,52.24126"
0.41816,52.08273,"0.41816,52.08273"
0.08056,52.21411,"0.08056,52.21411"
0.2153,51.98773,"0.2153,51.98773"
0.7454,52.41155,"0.7454,52.41155"
0.7454,52.41155,"0.7454,52.41155"
0.12756,52.22649,"0.12756,52.22649"
1.1083,52.37403,"1.1083,52.37403"
0.07317,52.08638,"0.07317,52.08638"
0.07317,52.08638,"0.07317,52.08638"
-0.11792,52.24891,"-0.11792,52.24891"
0.9928,52.39644,"0.9928,52.39644"
0.05582,52.31153,"0.05582,52.31153"
0.13272,52.23117,"0.13272,52.23117"
0.01978,52.00466,"0.01978,52.00466"
0.17459,52.34767,"0.17459,52.34767"
0.69173,52.25195,"0.69173,52.25195"
0.08346,52.2152,"0.08346,52.2152"
0.10976,52.225,"0.10976,52.225"
0.53469,52.33841,"0.53469,52.33841"
0.12371,52.39113,"0.12371,52.39113"
0.75926,52.4183,"0.75926,52.4183"
0.38603,52.24039,"0.38603,52.24039"
0.70913,52.24386,"0.70913,52.24386"
0.12583,52.28331,"0.12583,52.28331"
0.16067,52.23851,"0.16067,52.23851"
0.16067,52.23851,"0.16067,52.23851"
0.25458,52.0137,"0.25458,52.0137"
0.05803,52.11621,"0.05803,52.11621"
0.05803,52.11621,"0.05803,52.11621"
0.88541,52.32731,"0.88541,52.32731"
0.36563,52.24644,"0.36563,52.24644"
0.00847,52.2088,"0.00847,52.2088"
-0.03665,52.06061,"-0.03665,52.06061"
0.1601,52.24911,"0.1601,52.24911"
0.1601,52.24911,"0.1601,52.24911"
0.12507,52.28757,"0.12507,52.28757"
0.91665,52.24096,"0.91665,52.24096"
0.14077,52.22866,"0.14077,52.22866"
0.18877,52.06251,"0.18877,52.06251"
0.34302,52.37947,"0.34302,52.37947"
0.07582,52.23151,"0.07582,52.23151"
0.13147,52.1973,"0.13147,52.1973"
0.60901,52.46954,"0.60901,52.46954"
0.09802,52.2522,"0.09802,52.2522"
0.12343,52.19009,"0.12343,52.19009"
-0.13373,52.08141,"-0.13373,52.08141"
0.37049,52.22792,"0.37049,52.22792"
0.27764,52.23736,"0.27764,52.23736"
0.91301,52.2369,"0.91301,52.2369"
0.2255,52.1459,"0.2255,52.1459"
0.24717,52.38104,"0.24717,52.38104"
0.90659,52.22475,"0.90659,52.22475"
0.53614,52.3373,"0.53614,52.3373"
-0.07818,52.21801,"-0.07818,52.21801"
0.37728,52.16716,"0.37728,52.16716"
0.14339,52.19023,"0.14339,52.19023"
0.22378,52.12627,"0.22378,52.12627"
0.41956,52.26754,"0.41956,52.26754"
0.754,52.41561,"0.754,52.41561"
0.14026,52.09766,"0.14026,52.09766"
0.12221,52.15861,"0.12221,52.15861"
-0.01755,52.13125,"-0.01755,52.13125"
0.3405,52.29834,"0.3405,52.29834"
0.49045,52.36791,"0.49045,52.36791"
1.10597,52.37876,"1.10597,52.37876"
0.24258,52.00942,"0.24258,52.00942"
-0.10693,52.22969,"-0.10693,52.22969"
-0.10693,52.22969,"-0.10693,52.22969"
0.15926,52.21495,"0.15926,52.21495"
0.76778,52.27984,"0.76778,52.27984"
0.12219,52.22884,"0.12219,52.22884"
-1.3301,53.79924,"-1.3301,53.79924"
0.1058,52.15952,"0.1058,52.15952"
0.1058,52.15952,"0.1058,52.15952"
0.1058,52.15952,"0.1058,52.15952"
0.17447,52.29405,"0.17447,52.29405"
0.48058,52.33291,"0.48058,52.33291"
0.1465,52.17955,"0.1465,52.17955"
0.39772,52.26303,"0.39772,52.26303"
0.67322,52.38583,"0.67322,52.38583"
0.78236,52.27245,"0.78236,52.27245"
0.40132,52.25181,"0.40132,52.25181"
0.18877,52.06251,"0.18877,52.06251"
0.13483,52.19379,"0.13483,52.19379"
0.05207,52.30284,"0.05207,52.30284"
0.75552,52.41372,"0.75552,52.41372"
0.72869,52.40935,"0.72869,52.40935"
0.37194,52.26602,"0.37194,52.26602"
0.50828,52.34461,"0.50828,52.34461"
0.15765,52.19743,"0.15765,52.19743"
0.41802,52.3432,"0.41802,52.3432"
0.41802,52.3432,"0.41802,52.3432"
0.18877,52.06251,"0.18877,52.06251"
0.5784,52.1638,"0.5784,52.1638"
0.71855,52.24831,"0.71855,52.24831"
0.61561,52.23287,"0.61561,52.23287"
0.73404,52.23716,"0.73404,52.23716"
0.7042,52.24072,"0.7042,52.24072"
0.32309,52.27437,"0.32309,52.27437"
-0.01055,52.26959,"-0.01055,52.26959"
0.25851,52.02192,"0.25851,52.02192"
0.14909,52.19835,"0.14909,52.19835"
0.61185,52.46768,"0.61185,52.46768"
0.19704,52.26928,"0.19704,52.26928"
0.81275,52.33896,"0.81275,52.33896"
-0.09485,52.21046,"-0.09485,52.21046"
0.51186,52.34244,"0.51186,52.34244"
0.14196,52.20932,"0.14196,52.20932"
0.14989,52.2036,"0.14989,52.2036"
-0.00866,52.26889,"-0.00866,52.26889"
0.71662,52.2548,"0.71662,52.2548"
0.17922,52.35415,"0.17922,52.35415"
0.25085,52.40932,"0.25085,52.40932"
0.6561,52.39133,"0.6561,52.39133"
0.14747,52.20389,"0.14747,52.20389"
0.76353,52.26771,"0.76353,52.26771"
0.36292,52.24968,"0.36292,52.24968"
0.39999,52.26853,"0.39999,52.26853"
0.14708,52.19905,"0.14708,52.19905"
0.2223,52.12678,"0.2223,52.12678"
0.11853,52.2513,"0.11853,52.2513"
0.17681,52.09742,"0.17681,52.09742"
0.19631,52.08,"0.19631,52.08"
0.77887,52.23979,"0.77887,52.23979"
0.18877,52.06251,"0.18877,52.06251"
-0.03242,52.05364,"-0.03242,52.05364"
0.22378,52.12627,"0.22378,52.12627"
0.5182,52.24578,"0.5182,52.24578"
0.39467,51.99204,"0.39467,51.99204"
0.72958,52.25274,"0.72958,52.25274"
0.16354,52.23693,"0.16354,52.23693"
0.16354,52.23693,"0.16354,52.23693"
0.67348,52.19649,"0.67348,52.19649"
0.89027,52.35687,"0.89027,52.35687"
0.68033,52.26115,"0.68033,52.26115"
0.28226,52.02054,"0.28226,52.02054"
0.4966,52.31042,"0.4966,52.31042"
0.49631,52.3121,"0.49631,52.3121"
0.15148,52.23161,"0.15148,52.23161"
-0.05814,52.04507,"-0.05814,52.04507"
0.75016,52.23765,"0.75016,52.23765"
0.1058,52.15952,"0.1058,52.15952"
0.1227,52.22395,"0.1227,52.22395"
-0.01741,52.04898,"-0.01741,52.04898"
0.39324,52.29395,"0.39324,52.29395"
0.11898,52.17851,"0.11898,52.17851"
0.6627,52.29962,"0.6627,52.29962"
0.15446,52.21345,"0.15446,52.21345"
0.13337,52.19995,"0.13337,52.19995"
0.12501,52.38751,"0.12501,52.38751"
0.11152,52.17068,"0.11152,52.17068"
0.70913,52.24386,"0.70913,52.24386"
0.33228,52.33234,"0.33228,52.33234"
0.2228,52.12701,"0.2228,52.12701"
0.72618,52.41412,"0.72618,52.41412"
0.13104,52.17959,"0.13104,52.17959"
0.12916,52.17973,"0.12916,52.17973"
0.1999,52.38614,"0.1999,52.38614"
0.69067,52.24909,"0.69067,52.24909"
0.13322,52.22891,"0.13322,52.22891"
0.1058,52.15952,"0.1058,52.15952"
0.01085,52.07949,"0.01085,52.07949"
0.31734,52.22101,"0.31734,52.22101"
0.10379,52.2503,"0.10379,52.2503"
0.15943,52.248,"0.15943,52.248"
0.11935,52.13743,"0.11935,52.13743"
0.15943,52.248,"0.15943,52.248"
0.21323,52.34713,"0.21323,52.34713"
0.68205,52.26517,"0.68205,52.26517"
