,Incident Number,long,latt,PC Sector
1274,26932565,-0.38864,53.75595,HU5 3
1275,26932946,-4.24561,55.85858,G1 1
1276,26933012,-0.40785,51.58325,HA4 8
1277,26933387,-4.18255,55.894009999999994,G33 1
1278,26933450,-3.50431,56.04401,KY11 3
1279,26933625,-1.13595,52.61205,LE2 7
1280,26933726,-2.75317,53.37699,WA8 9
1281,26933789,-2.68808,53.5356,WN5 8
1282,26934068,-1.3558,52.12252,OX17 1
1283,26934108,-2.12376,52.50275,DY5 4
1284,26934122,-1.47656,54.9426,NE35 9
1285,26934209,-1.94118,52.41649,B30 1
1286,26934280,-0.34419,51.825790000000005,AL5 4
1287,26934496,-0.41479,51.52035,UB4 0
1288,26934542,-3.12492,53.205780000000004,CH7 6
1289,26934723,0.94748,52.6789,NR19 1
1290,26934771,-4.05802,52.723980000000005,LL42 1
1291,26935257,0.12529,51.56282,RM8 1
1292,26935474,-3.42165,54.3783,CA19 1
1293,26935529,-2.49871,53.72801,BB2 4
1294,26936317,-1.88359,52.4959,B6 4
1295,26936342,0.10724,51.345,BR6 7
1296,26936448,-,,N/A
1297,26936896,-1.44111,53.350190000000005,S14 1
1298,26936934,-1.29257,51.4074,RG18 3
1299,26936944,-0.13372,51.383,CR0 4
1300,26937038,-0.0637,51.42759,SE26 6
1301,26937267,-4.03241,55.846059999999994,ML5 5
1302,26937477,-1.73793,52.516630000000006,B46 1
1303,26937672,-2.8974,53.27981,CH65 8
1304,26937759,-2.52321,51.83703,GL14 3
1305,26937820,-1.74351,52.452380000000005,B26 3
1306,26937854,-1.89362,52.47257,B5 6
1307,26938630,-1.85766,53.71688,HX1 2
1308,26938989,-2.0799,53.4962,OL6 9
1309,26939346,-0.05786,51.66673,EN1 4
1310,26939512,0.09875,51.48775,SE18 1
1311,26939986,-2.09526,52.51452,DY1 3
1312,26940608,-0.02337,51.62334,E4 8
1313,26940865,-1.37884,52.83055,DE74 2
1314,26941070,-1.41234,54.71463000000001,TS29 6
1315,26941176,-1.64495,52.627919999999996,B77 4
1316,26941205,-0.54952,51.30511,GU22 9
1317,26941312,-0.37993,53.67702,DN19 7
1318,26941791,-3.14065,54.607730000000004,CA12 5
1319,26941951,-4.35586,55.8199,G53 6
1320,26941983,-1.94091,53.705659999999995,HX6 1
1321,26942486,-2.19287,53.455290000000005,M12 5
1322,26942587,-0.22973,51.300709999999995,KT20 5
1323,26942640,-,,N/A
1324,26942691,-1.12584,52.94559,NG2 3
1325,26942739,-1.54399,53.42344,S35 0
1326,26942761,-0.10875,51.40483,CR7 8
1327,26942915,-1.16279,52.676080000000006,LE4 1
1328,26943063,-1.892,53.25999,SK17 7
1329,26943372,-9.00E-05,51.435959999999994,SE6 1
1330,26943546,-4.21637,57.48732,IV1 1
1331,26943578,-3.41608,50.70555,EX5 1
1332,26943760,-1.4645,53.83331,LS14 1
1333,26944299,0.35623,51.50805,RM16 3
1334,26944314,-,,N/A
1335,26945109,-1.93963,52.473130000000005,B16 9
1336,26945248,-1.29529,53.5373,S63 9
1337,26945801,-3.80559,55.82605,ML7 4
1338,26946268,-5.54814,50.10147,TR18 5
1339,26946399,-0.6275,52.81135,NG33 5
1340,26946651,-2.85026,53.391580000000005,L27 1
1341,26946830,-3.15477,51.02003,TA4 1
1342,26947217,-1.21879,51.770109999999995,OX3 9
1343,26947375,-2.20908,53.0924,ST7 4
1344,26947397,0.2511,51.88098,CM24 1
1345,26947408,-1.25617,51.61209,OX11 7
1346,26947632,-0.74337,52.01358,MK6 4
1347,26947849,1.29955,52.09248,IP12 4
1348,26947933,-2.96123,54.87562,CA2 6
1349,26948091,-1.95883,52.4129,B31 2
1350,26948251,-2.71631,53.77725,PR2 3
1351,26948498,-1.43669,55.03461,NE30 3
1352,26948560,-2.76645,52.69004,SY3 9
1353,26948613,-1.54164,54.14069,HG4 2
1354,26948760,-0.26694,52.21136,PE19 2
1355,26948965,-0.26738,51.336040000000004,KT19 8
1356,26948999,-1.05445,53.16799,NG22 8
1357,26949043,-3.00722,53.630419999999994,PR8 4
1358,26949136,-1.74486,53.787490000000005,BD4 7
1359,26949292,0.44969,52.08377,CB9 0
1360,26949469,-1.61733,55.34757,NE65 0
1361,26949611,-2.50029,52.70495,TF1 6
1362,26950163,-,,N/A
1363,26950423,-1.17289,52.61141,LE3 2
1364,26951263,-4.21858,57.488719999999994,IV1 1
1365,26951362,0.01123,51.78967,SG12 8
1366,26951382,0.08674,52.541959999999996,PE15 9
1367,26951668,1.7093,52.59268,NR31 0
1368,26952071,-0.37425,51.88563,LU2 9
1369,26952206,-1.52767,53.673280000000005,WF2 8
1370,26952433,-2.25081,53.47673,M3 4
1371,26952703,-2.62695,51.41044,BS13 8
1372,26952784,-4.06759,55.798559999999995,G71 8
1373,26952910,-2.13363,52.03671,GL20 6
1374,26953039,-0.07592,51.410709999999995,SE19 2
1375,26953135,-2.17337,53.53473,M24 1
1376,26953217,-0.11835,51.512159999999994,WC2B 4
1377,26953440,-1.7735,52.425270000000005,B91 2
1378,26953575,-1.482,53.54629,S70 1
1379,26953709,-0.41955,51.48043,TW6 2
1380,26953788,-3.22815,51.57565,CF83 1
1381,26953849,-0.17951,51.409659999999995,SW19 2
1382,26953915,-2.62498,53.6564,PR6 0
1383,26953918,0.12805,51.095079999999996,TN7 4
1384,26953926,-2.51943,51.31204,BS39 6
1385,26954056,-2.60101,54.20395,LA6 2
1386,26954565,-,,N/A
1387,26954573,-1.13757,53.964780000000005,YO26 5
1388,26954972,0.38331,51.41935,DA12 5
1389,26955203,-2.97139,53.335809999999995,CH62 3
1390,26955258,0.18277,51.58785,RM1 4
1391,26955282,-1.42066,51.89921,OX20 1
1392,26955469,-0.51191,51.40513,TW20 8
1393,26955568,1.12925,52.57094,NR18 0
1394,26955570,-0.777,51.32929,GU17 9
1395,26955609,-1.98818,52.6089,WS3 1
1396,26955616,-1.42694,53.405440000000006,S9 2
1397,26955629,-3.57058,54.58084,CA28 6
1398,26955733,-2.95468,54.20332,LA11 6
1399,26956027,-1.74351,52.452380000000005,B26 3
1400,26956100,-0.79838,50.72874,PO20 9
1401,26956339,-1.46455,53.80871,LS14 6
1402,26956368,-0.16664,51.22779,RH1 6
1403,26956522,-1.74286,53.637080000000005,HD5 8
1404,26956548,-2.24952,52.854980000000005,ST21 6
1405,26956551,-3.17917,51.46733,CF11 7
1406,26957061,-4.43505,55.869069999999994,PA3 2
1407,26957133,0.55267,51.33484,ME5 8
1408,26957165,-,,N/A
1409,26957181,-1.62609,53.67183000000001,WF12 0
1410,26957241,-0.94223,52.23146,NN5 4
1411,26957365,-1.85957,52.493109999999994,B8 1
1412,26957415,-0.38737,51.54247,UB5 5
1413,26957543,-2.97258,54.63069,CA11 0
1414,26957759,-1.33046,53.43668,S65 2
1415,26957898,-0.14941,51.44399,SW12 9
1416,26957932,0.22852,51.58514,RM11 2
1417,26958183,0.32548,50.81608,BN24 5
1418,26958278,-0.10191,51.61618,N13 5
1419,26958373,-2.12221,53.53211999999999,OL8 4
1420,26958375,-1.18638,51.526109999999996,RG8 9
1421,26958418,-2.95866,53.244730000000004,CH1 6
1422,26958656,-4.42831,55.86433,PA3 2
1423,26958695,-3.14547,54.60454,CA12 5
1424,26958824,-0.22909,52.02196,SG5 4
1425,26958841,-2.98887,51.16449,TA6 4
1426,26958896,-0.9132,52.24156,NN5 5
1427,26958908,-3.03039,53.02771,LL14 4
1428,26959156,-1.79664,53.77831,BD7 4
1429,26959288,-1.48702,53.6849,WF1 4
1430,26959545,-1.08064,50.78707,PO5 2
1431,26959759,-1.24508,51.59899,OX11 8
1432,26959904,-1.33491,53.416169999999994,S60 3
1433,26960125,-2.62532,51.50127,BS10 7
1434,26960131,-3.54378,53.30072,LL22 9
1435,26960246,-1.18585,50.632870000000004,PO37 7
1436,26960459,-1.26351,53.1096,NG17 8
1437,26960537,-1.52204,53.367619999999995,S11 8
1438,26960614,-0.46031,51.53218,UB8 3
1439,26960671,-2.00789,52.83509,ST18 0
1440,26960727,-2.40091,53.322759999999995,WA16 0
1441,26960991,-2.46022,50.64731,DT3 6
1442,26961073,-3.81302,54.88632,DG5 4
1443,26961605,-3.1452,55.954390000000004,EH8 7
1444,26961612,-2.85872,53.340680000000006,L24 1
1445,26961783,-2.47525,53.52944,M46 9
1446,26962063,-0.63469,51.52916,SL2 1
1447,26962109,-,,N/A
1448,26962959,-6.24162,55.205830000000006,BT54 6
1449,26963001,-4.09559,52.78909,LL44 2
1450,26963405,-0.32882,51.61334,HA7 3
1451,26963860,-0.1606,51.629709999999996,N20 0
1452,26964364,-2.27273,53.3588,M90 1
1453,26964395,-3.04052,55.866769999999995,EH22 5
1454,26964672,-0.20249,51.45043,SW18 5
1455,26965176,-4.02952,55.74166999999999,ML3 7
1456,26965339,0.48024,51.26983,ME16 9
1457,26965347,0.08686,51.57431,IG2 7
1458,26965381,-1.12539,50.79865,PO12 1
1459,26965469,-2.97129,55.95515,EH32 9
1460,26965535,-1.31525,54.546519999999994,TS18 3
1461,26965623,-4.00613,55.932359999999996,G68 9
1462,26965976,0.06967,51.41812,BR7 6
1463,26965982,-0.84211,52.27146,NN3 8
1464,26966002,-1.36862,53.946740000000005,LS22 5
1465,26966031,-2.15718,53.6031,OL11 1
1466,26966332,-2.15731,53.40359,SK1 3
1467,26966407,-2.75519,54.66956999999999,CA11 9
1468,26966419,-0.21397,51.81579,AL8 7
1469,26966651,-3.13349,50.8004,EX14 9
1470,26966741,0.49381,52.812830000000005,PE35 6
1471,26966942,-3.15199,51.53145,CF23 8
1472,26967045,-4.24709,52.246520000000004,SA46 0
1473,26967080,-1.84148,52.51707,B24 8
1474,26967282,-1.47054,53.035669999999996,DE56 1
1475,26967768,-,,N/A
1476,26967839,-2.42094,51.52556,BS37 8
1477,26968004,-2.59889,51.792759999999994,GL16 7
1478,26968477,-0.0704,51.47357,SE15 5
1479,26968490,0.16459,51.582029999999996,RM7 8
1480,26968785,0.65075,51.54133,SS9 2
1481,26968898,-1.90244,52.4118,B30 3
1482,26969025,-4.25948,55.85745,G1 4
1483,26969052,0.96345,52.790369999999996,NR20 5
1484,26969185,-1.22337,50.82138,PO14 3
1485,26969401,-2.11085,51.46152,SN15 3
1486,26969686,-2.71843,51.81051,NP25 3
1487,26969868,-2.96259,54.879059999999996,CA2 6
1488,26970381,-0.12772,51.6486,N14 4
1489,26970515,-1.78521,52.43788000000001,B92 8
1490,26970547,-,,N/A
1491,26970726,-,,N/A
1492,26971230,-0.32882,51.61334,HA7 3
1493,26971343,-0.05831,51.42159,SE26 6
1494,26971362,-1.11146,52.5813,LE18 2
1495,26971425,-0.49855,51.46005,TW19 6
1496,26971513,-1.0784,51.26011,RG21 4
1497,26971549,-4.36799,55.831790000000005,G53 7
1498,26971815,-1.5123,53.82424,LS8 4
1499,26971829,-1.80722,53.787319999999994,BD14 6
1500,26972039,-2.61881,53.54496999999999,WN1 3
1501,26972095,-2.23185,53.438469999999995,M20 1
1502,26972106,-4.61715,55.4267,KA6 6
1503,26972531,-0.4203,53.732119999999995,HU4 7
1504,26972714,-0.87018,51.567640000000004,RG9 6
1505,26973362,-1.36725,53.77141999999999,LS25 7
1506,26973764,-2.18493,57.12131,AB15 9
1507,26973803,-0.48569,51.36995,KT15 2
1508,26973831,0.23887,51.88602,CM24 1
1509,26973845,-2.17849,53.638119999999994,OL12 7
1510,26973872,-2.18334,51.89054,GL3 1
1511,26974254,-1.88855,51.11889,SP2 0
1512,26974586,-2.6192,51.51255,BS10 7
1513,26974587,-3.93366,56.15395,FK9 4
1514,26974798,-1.33891,53.35236,S20 1
1515,26974876,0.44381,51.312870000000004,ME20 6
1516,26975250,-2.57446,51.46736,BS2 9
1517,26975324,-0.7062,51.4985,SL6 2
1518,26975569,-3.69382,55.82585,EH47 9
1519,26975576,-4.44181,55.89906,PA8 7
1520,26975640,-2.30875,57.155190000000005,AB32 6
1521,26975812,-0.06858,51.43209,SE26 6
1522,26976101,-1.85199,54.859669999999994,DH8 8
1523,26976267,-1.21061,50.8204,PO14 2
1524,26976296,1.02442,51.808890000000005,CO7 0
1525,26976455,-1.15368,52.95551,NG1 5
1526,26976456,-4.07212,51.66271,SA4 6
1527,26976513,-,,N/A
1528,26976552,-2.11458,57.12,AB12 5
1529,26976563,-0.58285,52.997840000000004,NG32 3
1530,26976594,0.18704,51.52993,RM13 8
1531,26977140,-2.74723,54.31998000000001,LA9 5
1532,26977384,-1.1419,53.51112,DN4 8
1533,26977500,-1.18374,52.95174,NG8 1
1534,26979311,-3.0744,56.463409999999996,
1535,26979390,-1.48702,53.6849,WF1 4
1536,26979710,-3.13343,51.20431,TA5 1
1537,26980038,-,,N/A
1538,26980239,-2.90603,53.543530000000004,L39 5
1539,26980583,0.87081,52.827909999999996,NR21 8
1540,26980852,-0.02944,52.05386,SG8 5
1541,26981178,0.30888,51.36958,DA3 8
1542,26981198,-2.78967,53.41666,L35 2
1543,26981515,-0.18661,51.3859,SM4 6
1544,26982007,-1.46407,53.37215,S2 4
1545,26982445,-2.6497,53.39378000000001,WA5 3
1546,26982751,-,,N/A
1547,26983101,-,,N/A
1548,26983403,-1.48479,53.341390000000004,S8 0
1549,26983490,-5.10709,50.16917,TR10 8
1550,26983551,-0.39184,51.13667,RH5 5
1551,26983676,-2.10317,52.58639,WV1 2
1552,26983756,-1.54265,53.82795,LS7 3
1553,26984118,-2.10111,53.538430000000005,OL4 1
1554,26984150,0.27731,51.15445,TN2 3
1555,26984286,-2.27273,53.3588,M90 1
1556,26984290,0.06115,51.38859,BR2 8
1557,26984378,-0.50011,52.66029,PE9 1
1558,26984492,-1.5123,53.82424,LS8 4
1559,26984538,-2.75308,51.79899,NP25 5
1560,26984835,-1.37038,52.01161,
1561,26984994,-1.0711,52.605259999999994,LE2 4
1562,26985000,-1.93483,53.3357,
1563,26985058,-2.53191,51.52241,BS32 8
1564,26985295,0.72252,50.95321,TN31 7
1565,26985364,-1.77829,53.80345,BD8 9
1566,26985654,0.12193,51.78653,CM20 2
1567,26986200,-1.83775,52.55215,B73 6
1568,26986296,1.42926,52.6394,NR13 4
1569,26986445,-2.61534,56.777640000000005,DD9 7
1570,26986828,0.7563,52.44641,IP24 1
1571,26986916,-1.50364,54.95397,NE31 2
1572,26987510,-2.44403,53.573609999999995,BL3 5
1573,26987850,-1.03524,50.84219,PO6 1
1574,26988136,-1.56563,54.97671999999999,NE6 2
1575,26988477,-2.27657,53.567,BL9 8
1576,26988497,-0.10377,51.43275,SE27 0
1577,26988837,-0.99031,52.39331,NN6 6
1578,26988971,-5.07687,50.408229999999996,TR7 2
1579,26989120,-2.35523,57.2325,AB51 0
1580,26989202,-1.96174,52.44436999999999,B29 5
1581,26989296,-1.65518,54.73704,DH7 8
1582,26989690,-0.24699,51.56268,NW2 7
1583,26989819,-4.06344,55.67791999999999,ML10 6
1584,26989984,-1.11165,53.5154,DN4 5
1585,26990107,-2.8818,53.199,CH2 3
1586,26990190,-1.86166,52.45418000000001,B11 3
1587,26990506,-2.16339,55.730819999999994,TD15 1
1588,26990885,-1.94847,52.473130000000005,B16 9
1589,26990888,-2.37958,51.38216,BA2 3
1590,26990960,1.12725,52.5712,NR18 0
1591,26991090,-1.41007,54.715430000000005,TS29 6
1592,26991141,-2.19466,52.20864,WR4 9
1593,26991237,-2.94631,53.40886999999999,L7 2
1594,26991364,0.68373,51.53788,SS0 8
1595,26991413,-1.81096,53.630019999999995,HD4 5
1596,26991960,-2.96511,56.46366999999999,DD1 2
1597,26992124,-0.15967,51.155609999999996,RH6 0
1598,26992271,-0.40197,50.93618,RH20 3
1599,26992354,-0.10543,50.822340000000004,BN2 5
1600,26992359,0.24386,50.82155,BN26 6
1601,26992503,-2.11083,55.71196,TD15 2
1602,26992515,-1.82615,52.50179,B36 8
1603,26992642,-3.02768,53.397769999999994,CH41 3
1604,26992734,-2.17936,53.488,M11 4
1605,26992774,-2.22338,53.46974,M13 9
1606,26992929,-1.93348,52.55251,B43 6
1607,26992998,1.14873,52.04534,IP2 8
1608,26993076,-2.2023,53.074369999999995,ST6 6
1609,26993101,-2.68864,51.4956,BS11 9
1610,26993137,-2.34399,53.37186,WA15 9
1611,26993250,-1.72063,53.79704,BD3 8
1612,26993330,-1.93533,52.294290000000004,B98 7
1613,26993840,-5.04282,58.45887,IV27 4
1614,26993877,-1.25056,52.91669,NG9 5
1615,26994064,-4.45354,55.84711,PA3 1
1616,26994071,-2.15387,53.24612,SK11 7
1617,26994102,0.2363,51.44294,DA1 1
1618,26994191,-0.11737,51.45185,SW2 2
1619,26994239,-0.02999,52.39421,PE28 3
1620,26994444,-2.45376,53.49536,M29 7
1621,26994518,0.39375,51.42634,DA12 4
1622,26994815,-0.23077,52.59491,PE1 4
1623,26994907,-2.71519,51.4894,BS20 0
1624,26995169,-1.88421,52.83181999999999,WS15 3
1625,26995473,-3.45548,56.40523,PH1 2
1626,26995764,-0.98744,52.1275,NN12 6
1627,26996144,-1.1419,53.51112,DN4 8
1628,26996294,-1.23987,52.75212,LE11 3
1629,26996307,0.23887,51.88602,CM24 1
1630,26996524,-0.97023,51.48223,RG4 8
1631,26996689,0.5791,50.88361,TN34 2
1632,26996870,1.40462,52.710440000000006,NR12 8
1633,26997012,0.23887,51.88602,CM24 1
1634,26997382,-1.53859,52.76195,DE11 8
1635,26997421,0.29425,51.61469,CM14 4
1636,26997448,-0.42987,53.7187,HU13 0
1637,26997868,-1.44149,53.10236999999999,DE55 7
1638,26998105,-,,N/A
1639,26998116,-0.60777,51.181709999999995,GU7 1
1640,26998165,-1.91302,52.52975,B42 1
1641,26998339,-5.07864,56.83521,PH33 7
1642,26998851,-0.38327,51.68157,WD25 9
1643,26998899,-2.01476,52.57564,WS2 9
1644,26999104,-1.35612,54.49495,TS15 9
1645,26999124,-0.71361,51.49139,SL6 2
1646,26999370,-1.2425,52.94184,NG9 3
1647,26999381,-2.06687,51.90307,GL52 2
1648,26999415,-4.04905,55.74944,ML3 7
1649,26999623,-1.10411,51.62187,OX10 6
1650,26999708,-1.91333,53.859359999999995,BD21 1
1651,26999712,-2.18339,53.016999999999996,ST1 4
1652,26999887,-2.21853,53.48344,M4 6
1653,26999901,-1.37193,52.52026,LE10 2
1654,27000323,-3.46463,50.89865,EX16 4
1655,27001053,-2.19193,51.2303,BA12 0
1656,27001266,-3.00568,53.06564,LL11 4
1657,27001407,-4.55526,55.939659999999996,G82 1
1658,27001456,-1.76229,52.38384,B93 8
1659,27001640,0.32853,51.61473,CM13 2
1660,27001882,-3.10096,53.338330000000006,CH61 6
1661,27001892,-2.46041,50.71693,DT1 3
1662,27001950,-0.34682,51.01419,RH13 9
1663,27001951,-1.88787,52.563,B74 2
1664,27002287,-2.00738,52.593619999999994,WS2 8
1665,27002333,-3.08385,50.99892,TA1 3
1666,27002388,-2.76889,52.06783,HR4 0
1667,27002396,-2.25978,51.830870000000004,GL4 0
1668,27002440,0.08371,52.54022,PE15 9
1669,27002441,-1.94998,52.61736,WS4 1
1670,27002961,-4.20353,55.747659999999996,G75 9
1671,27002973,-1.24272,52.0715,OX17 2
1672,27002993,-0.70953,52.05285,MK15 0
1673,27003095,-1.7222,53.86917,LS20 8
1674,27003315,-1.08112,52.97217,NG4 3
1675,27003467,-2.38611,53.51538000000001,M28 7
1676,27003747,-2.88588,53.39675,L16 7
1677,27003800,-2.21879,53.53378000000001,M9 0
1678,27004205,-1.52563,54.790530000000004,DH1 1
1679,27004374,-3.4733,56.53593000000001,PH1 4
1680,27005170,-2.83448,54.05731,LA3 3
1681,27005180,-2.09944,57.159659999999995,AB24 3
1682,27006036,-2.93743,53.415240000000004,L6 8
1683,27006058,-1.84083,52.51709,B24 8
1684,27006150,-4.08029,50.48883,PL20 6
1685,27006325,-1.80009,50.75455,BH23 2
1686,27006538,-3.06901,50.78297,EX13 7
1687,27006860,-1.4066,53.67095,WF4 1
1688,27007073,-1.29663,51.06219,SO23 0
1689,27007109,-1.55099,52.73899,DE12 6
1690,27007434,-2.64795,53.773140000000005,PR2 6
1691,27007634,-2.86993,53.42564,L14 9
1692,27007765,-2.85744,51.432359999999996,BS21 6
1693,27007774,-1.53671,52.889619999999994,DE23 4
1694,27008064,-1.09104,50.81179,PO2 8
1695,27008088,-4.04663,51.07585,EX32 8
1696,27008222,-0.97614,51.14666,GU34 1
1697,27008244,-2.92775,52.1011,HR4 7
1698,27008681,0.06866,51.57577,IG2 6
1699,27009177,-4.05304,57.54131999999999,IV2 7
1700,27009477,-1.53742,53.75063000000001,LS10 3
1701,27009523,-2.97108,53.30709,CH62 9
1702,27009843,-,,N/A
1703,27010061,-1.76409,54.971869999999996,NE40 3
1704,27010212,-2.26576,51.81244,GL2 2
1705,27010228,0.09784,51.43651,DA15 8
1706,27010367,-2.41757,52.72325,TF2 8
1707,27010398,-3.90775,51.644740000000006,SA1 7
1708,27010763,-4.32337,51.85046,SA31 3
1709,27010854,-1.92058,52.426359999999995,B30 2
1710,27010916,0.12361,50.998020000000004,TN22 4
1711,27010961,-1.37574,50.89425,SO19 9
1712,27011080,-1.56012,54.62169,DL5 5
1713,27011277,-2.16776,53.60398000000001,OL11 3
1714,27011435,-3.01541,51.27617,TA8 2
1715,27011585,-2.10364,53.48365,OL7 0
1716,27011752,0.62384,51.80008,
1717,27011871,-2.21025,53.425309999999996,M19 1
1718,27012021,-,,N/A
1719,27012318,-1.79664,53.77831,BD7 4
1720,27012617,0.88139,51.880390000000006,CO2 7
1721,27012741,-0.38327,51.68157,WD25 9
1722,27012941,-3.56668,56.55463,PH8 0
1723,27012997,-1.07133,52.594480000000004,LE2 5
1724,27012999,-2.12066,57.14745,AB25 2
1725,27013063,-1.97173,52.49024,B67 6
1726,27013099,-3.79188,51.59717,SA12 6
1727,27013638,-0.4152,54.26874,YO12 4
1728,27013962,-2.09968,53.57529,OL2 7
1729,27014033,-5.80186,54.656380000000006,BT18 0
1730,27014636,-0.72322,51.405159999999995,RG12 9
1731,27014803,-3.90851,50.39228,PL21 0
1732,27014911,-4.21308,55.90766,G64 1
1733,27015345,-2.58657,51.4498,BS1 6
1734,27015577,-3.41332,50.74776,EX5 7
1735,27015629,-0.76473,51.58056,
1736,27015713,-1.89675,53.82795,BD13 5
1737,27015849,-3.51233,54.55039,CA26 3
1738,27015851,0.24899,51.23223,TN11 9
1739,27016017,-0.11566,51.372609999999995,CR0 4
1740,27016187,-3.22815,51.57565,CF83 1
1741,27016236,-5.92817,54.576440000000005,BT7 3
1742,27016265,-0.20123,51.44238,SW18 5
1743,27016415,-3.54923,50.397240000000004,TQ5 0
1744,27016490,-2.54603,51.42767,BS4 5
1745,27016644,-,,N/A
1746,27016679,-,,N/A
1747,27016968,-5.63295,57.28442,IV40 8
1748,27017099,-0.9132,52.24156,NN5 5
1749,27017132,-5.03175,50.272940000000006,TR1 1
1750,27017137,-1.82738,51.5827,SN5 5
1751,27017267,-0.46501,52.13617,MK40 3
1752,27017412,-3.32592,54.76624,CA7 3
1753,27017426,-1.29226,51.07265,SO23 7
1754,27017493,1.72439,52.58543,NR31 6
1755,27017534,-1.05062,51.28686,RG24 8
1756,27017710,-2.72404,52.71998000000001,SY2 5
1757,27017725,-1.73743,53.7809,BD4 7
1758,27018113,-2.93277,53.20221,CH1 5
1759,27018643,0.0138,51.45597,SE12 8
1760,27018928,-1.70777,52.62687,B78 3
1761,27018936,-0.30149,51.494240000000005,TW8 9
1762,27019145,-0.06858,51.43209,SE26 6
1763,27019188,-0.21314,51.983340000000005,SG6 1
1764,27019354,-2.60325,51.467209999999994,BS6 6
1765,27019382,-1.94774,53.867869999999996,BD22 0
1766,27019537,-2.26848,53.5184,M25 0
1767,27019701,-0.05175,51.70799,EN7 6
1768,27019972,-1.99521,51.428059999999995,SN11 0
1769,27020045,-0.51219,51.904109999999996,LU5 5
1770,27020319,-3.05255,55.84559,EH23 4
1771,27020437,1.40272,51.3339,CT11 0
1772,27020532,-0.21105,51.4857,W6 8
1773,27020605,-1.88605,52.4972,B6 4
1774,27020789,-1.59897,53.748569999999994,LS27 8
1775,27020802,-,,N/A
1776,27020911,0.05596,51.526990000000005,E6 3
1777,27020952,-1.78404,53.57154,HD9 1
1778,27021132,-1.2919,52.96018,DE7 5
1779,27021419,0.07767,51.56278,IG1 4
1780,27021434,-4.22115,55.749140000000004,G75 8
1781,27021561,-1.44395,52.8998,DE24 8
1782,27021729,-,,N/A
1783,27022014,-0.59118,51.76005,HP4 3
1784,27022281,-2.38649,57.279880000000006,AB51 3
1785,27022682,0.0972,51.54804,IG3 9
1786,27022692,-2.30306,53.423669999999994,M33 2
1787,27022781,-4.22472,57.47776999999999,IV1 1
1788,27022894,1.1029,52.12058,IP6 0
1789,27022897,-2.60553,56.574630000000006,DD11 4
1790,27023061,-3.90858,51.6223,SA1 8
1791,27023100,-1.44301,50.97643,SO52 9
1792,27023218,-1.54118,53.99556,HG1 1
1793,27023251,-2.00277,54.98226,NE45 5
1794,27023475,-3.19401,51.48427,CF11 9
1795,27023480,-1.32602,53.787380000000006,LS25 4
1796,27023852,-4.82549,50.32375,PL26 7
1797,27024089,-2.01178,52.46145,B32 1
1798,27024124,-0.07997,51.41805,SE19 2
1799,27024203,-3.20333,51.47041,CF11 8
1800,27024446,-2.12134,53.447990000000004,M34 2
1801,27024745,-1.24261,50.86108,PO15 5
1802,27025199,-0.05616,51.51274,E1 2
1803,27025497,-4.43505,55.869069999999994,PA3 2
1804,27025528,-0.18315,51.35396,SM2 5
1805,27025535,-0.66497,53.85735,YO43 3
1806,27025573,-1.07447,52.655640000000005,LE5 1
1807,27025650,-,,N/A
1808,27025973,-2.57234,53.53238,WN2 3
1809,27025982,-0.212,51.324870000000004,SM7 1
1810,27026162,-2.98717,53.389430000000004,L3 4
1811,27026179,-1.86352,53.72759,HX3 5
1812,27026286,-2.56253,51.41581,BS14 9
1813,27026481,-2.4806,51.4408,BS30 9
1814,27026681,-1.18507,50.638999999999996,PO37 7
1815,27026738,-0.2057,51.695159999999994,EN6 3
1816,27026968,0.56113,50.893,TN37 7
1817,27027001,-3.19252,55.9793,EH6 4
1818,27027080,-0.02283,52.97776999999999,PE21 6
1819,27027533,-0.57354,51.54822,SL2 4
1820,27027547,-,,N/A
1821,27027629,-1.61227,53.69336,WF12 7
1822,27027697,1.39445,52.85706,NR28 0
1823,27028015,-1.98379,52.50281,B66 1
1824,27028202,-1.38931,53.195859999999996,S42 5
1825,27028430,0.48442,51.55937,SS16 4
1826,27028666,-2.71586,53.44184,WA9 3
1827,27028997,-0.41697,51.90233,LU2 7
1828,27028999,-1.37728,51.8685,OX20 1
1829,27029182,-1.66648,54.46448,DL10 6
1830,27029462,-4.21699,51.01338,EX39 3
1831,27029478,-0.13176,51.31088,CR5 1
1832,27029942,-2.17523,53.858959999999996,BB8 9
1833,27030166,0.32118,52.45666,CB6 1
1834,27030259,-2.19181,52.195,WR5 1
1835,27030710,-0.06569,50.83312,BN2 6
1836,27030946,-2.47283,51.52447,BS36 2
1837,27031480,-2,51.14593,BA12 0
1838,27031562,-3.21301,55.9205,EH10 5
1839,27031582,-1.33426,54.233430000000006,YO7 1
1840,27032057,-0.00105,51.37977,BR4 0
1841,27032244,-1.58973,53.829919999999994,LS16 5
1842,27032281,-4.78233,55.642230000000005,KA21 5
1843,27032369,-1.85382,53.724819999999994,HX1 1
1844,27032539,-4.62826,55.59626,KA11 5
1845,27032553,-2.12507,50.86797,DT11 8
1846,27032708,0.31543,51.185959999999994,TN11 0
1847,27032871,-0.4724,51.738409999999995,HP3 9
1848,27033023,0.93584,51.89074,CO4 3
1849,27033108,-2.58733,51.49459,BS7 0
1850,27033290,-2.40343,53.54861999999999,BL4 7
1851,27033294,-4.50459,51.81586,SA33 4
